"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","328","2235580","0-0","","200","180","4","CORN CROP","Right","200","190","1","NETTLE WEED","experimental","151","1,2,3,4","190,170,222.19723971675478,194.78155286792918","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,193.4768186070479,216.17787983755633,243.24824265478446","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,0","861,930,549,1198","15.395360020835344,52.19723971675479,-27.415686848825594,-11.093978244565806","13.476818607047889,22.701061230508436,27.070362817228123,15.377792866607027","0","0"
"527","86","text","0","329","2236255","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","330","2246998","0-0","","200","190","4","CORN CROP","Right","200","180","2","THISTLE WEED","experimental","152","1,2,3,4","180,200.32670986434795,180,211.94955306375758","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","190,180.3585084651259,185.33544226137212,169.90658453930178","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,1","607,1250,1223,912","20.32670986434796,-3.4396264229403823,31.949553063757584,33.878474106313334","-9.641491534874103,4.976933796246211,-15.428857722070347,-1.7685753772296664","0","0"
"1754","86","text","0","331","2248922","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","332","2255752","0-0","","200","190","2","CORN CROP","Left","200","180","2","NETTLE WEED","experimental","153","1,2","190,220.53166571992855","2,1","CORN CROP,CORN CROP","180,188.08778875468514","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","844,1333","30.53166571992856,55.357374759837676","8.08778875468514,37.949053020965366","3","0"
"202","86","text","0","333","2256071","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","334","2269899","0-0","","200","120","8","CORN CROP","Left","200","190","1","NETTLE WEED","experimental","154","1,2,3,4,5,6,7,8","120,84.8155585381013,86.60052723554153,101.54861905023176,113.21906554466558,156.46781142803388,151.8641997358212,185.12401030029218","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","190,130,150.36096690429602,167.67981630308722,186.9601279247087,196.54691977160368,211.17658992848874,216.33837177569325","1,7,6,5,4,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,0,0,0,0,0,0","2456,970,1382,420,336,316,997,217","-35.1844414618987,1.7849686974402417,14.948091814690223,11.670446494433813,43.24874588336831,-4.603611692212702,33.25981056447101,25.047997389440066","-30.128070828465056,20.36096690429601,17.318849398791194,19.28031162162149,9.586791846894972,14.629670156885052,5.161781847204516,34.39954422862027","0","0"
"153","86","text","0","335","2270152","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","336","2277888","0-0","","200","160","4","WHEAT CROP","Left","200","160","2","NETTLE WEED","experimental","155","1,2,3,4","160,194.86091461640555,215.74846989144885,234.30044375335206","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,190.88089593493638,180,212.92829464474195","2,1,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,0,1","1222,694,1082,542","34.860914616405545,20.88755527504329,18.551973861903203,13.153022671592264","30.88089593493638,49.07576635414168,32.92829464474195,-9.533573708805532","0","0"
"388","86","text","0","337","2278406","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","338","2283454","0-0","","200","160","4","WHEAT CROP","Left","200","120","4","THISTLE WEED","experimental","156","1,2,3,4","160,184.1899236710339,204.5025897755486,215.5225988294924","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,149.97853031595074,167.31369953000214,211.87911276463134","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,0,1","993,321,597,326","24.189923671033924,20.312666104514715,11.020009053943797,-28.3425003881473","29.978530315950742,17.335169214051398,44.565413234629204,0.42639724674051505","0","0"
"211","86","text","0","339","2283805","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","340","2292688","0-0","","200","180","8","CORN CROP","Right","200","180","8","NETTLE WEED","experimental","157","1,2,3,4,5,6,7,8","180,189.02338388799993,205.4014760316232,212.67484707056857,222.45356682439612,260.2442062413225,302.86297025148315,349.6350116947799","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,236.26813992321797,236.16834736086392,222.10244558080126,199.01029389271545,195.27955187316425,242.67903991087994,207.7651626805007","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,1,0,1,0,0,0","1482,632,624,403,654,818,116,416","9.023383887999918,16.378092143623274,7.273371038945379,9.778719753827552,37.79063941692638,42.61876401016064,46.77204144329674,18.952097207279127","56.26813992321799,-0.09979256235406005,-14.065901780062667,-23.092151688085796,-3.730742019551208,47.399488037715685,-34.91387723037923,-2.671801576412788","0","0"
"478","86","text","0","341","2293276","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","342","2306047","0-0","","200","120","8","CORN CROP","Left","200","180","1","NETTLE WEED","experimental","158","1,2,3,4,5,6,7,8","120,104.59049128617242,132.58876529931413,123.27786261788312,144.0690099564144,162.7538990563364,142.41789210608533,180.82302418902776","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,130,158.7482897499228,146.5768788529748,135.42252804909018,157.46230164459678,162.130864672757,151.41056091658137","1,7,6,5,4,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,1,0,1,0,1,0","741,1470,980,672,1153,770,694,1012","-15.409508713827575,27.998274013141714,-9.310902681431019,20.79114733853129,18.684889099921993,-20.33600695025107,38.40513208294244,31.64280474029045","3.302639613687785,28.74828974992281,-12.17141089694799,-11.154350803884636,22.03977359550661,4.6685630281602375,-10.720303756175626,-7.552395190592549","0","0"
"183","86","text","0","343","2306360","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","344","2318277","0-0","","200","120","4","WHEAT CROP","Left","200","180","8","THISTLE WEED","experimental","159","1,2,3,4,5,6,7,8","120,132.04290032483192,120.93199173718156,171.37540774331455,160,232.58671727709404,215.12452079223647,211.14931322771622","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,168.2775267292708,167.54363581853528,194.42435950048764,210.6385600426187,240.05943489783692,221.52835374266942,267.1728563726221","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,0,0,0,1,0,1","2503,474,380,103,1378,446,1031,173","12.042900324831905,-11.110908587650364,50.44341600613299,54.83634980659537,72.58671727709404,-17.462196484857564,-3.9752075645202325,-1.0169839435667574","-11.7224732707292,-0.7338909107355212,26.88072368195236,16.214200542131067,29.420874855218216,-18.531081155167513,45.644502629952704,-12.242094915628643","0","0"
"418","86","text","0","345","2318825","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","346","2331527","0-0","","200","160","8","WHEAT CROP","Left","200","120","2","THISTLE WEED","experimental","160","1,2,3,4,5,6,7,8","160,173.65872655187655,216.44546985004672,225.94147990816404,223.59756862991296,252.56368670823252,274.3873889408737,318.2199990793558","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,148.0841766268846,140,157.85808141201997,154.80935151511224,173.48630441800654,145.2371291801643,166.48793110401883","2,1,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,1,0,1,0,1","873,521,2116,549,233,533,219,809","13.65872655187656,42.78674329817015,9.496010058117324,-2.343911278251085,28.966118078319557,21.823702232641146,43.83261013848211,22.991801320011483","28.084176626884606,24.69039324378949,17.858081412019974,-3.048729896907734,18.67695290289429,-28.24917523784224,21.250801923854542,5.51420972790781","0","0"
"1594","86","text","0","347","2333291","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","348","2340469","0-0","","200","160","2","CORN CROP","Left","200","190","1","THISTLE WEED","experimental","161","1,2","160,159.43638819476837","2,1","CORN CROP,CORN CROP","190,190","1,1","THISTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,0","877,954","-0.5636118052316443,28.85531866027201","2.214563991496829,30.716893603356922","0","0"
"167","86","text","0","349","2340746","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","350","2348693","0-0","","200","190","2","CORN CROP","Left","200","180","8","NETTLE WEED","experimental","162","1,2,3,4,5,6,7,8","190,211.12414207396677,140,157.52522558407722,207.61818763505653,251.9341747404692,269.77872072649603,314.8040063097709","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","180,182.00212814572745,186.00422565051497,128.0654180603279,135.0823722452424,110.7407735812696,125.87202355377237,150.27778643534126","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,1,0,0,0,0,0","775,519,1003,510,153,281,110,418","21.124142073966777,23.558038935342832,17.525225584077226,50.092962050979295,44.31598710541265,17.84454598602683,45.02528558327485,47.44677117753088","2.0021281457274434,4.002097504787516,-57.93880759018707,7.016954184914512,-24.341598663972796,15.131249972502776,24.405762881568897,13.165492523057821","0","0"
"473","86","text","0","351","2349281","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","352","2355865","0-0","","200","160","4","WHEAT CROP","Left","200","160","1","THISTLE WEED","experimental","163","1,2,3,4","160,135.83116031967992,138.34657238404444,147.1401675991596","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,170,160.74731049273595,202.40079822695574","1,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,0,0","609,1293,175,129","-24.168839680320076,2.515412064364507,8.793595215115174,16.318809705409247","-0.21610758710111738,-9.252689507264055,41.65348773421979,21.64522402438252","0","0"
"105","86","text","0","353","2356070","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","354","2361973","0-0","","200","180","4","CORN CROP","Right","200","190","4","THISTLE WEED","experimental","164","1,2,3,4","190,192.06299473702842,230.08585543161706,217.45323843586112","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,189.79453137483512,194.75374575694033,206.54069289643698","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","1086,946,549,444","2.062994737028406,38.02286069458863,-12.632616995755937,2.5262396231360262","9.794531374835113,4.959214382105218,11.786947139496643,-7.0960950145571156","0","0"
"207","86","text","0","355","2362270","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","356","2373982","0-0","","200","180","8","CORN CROP","Right","200","180","2","NETTLE WEED","experimental","165","1,2,3,4,5,6,7,8","180,170.23651878037109,140,164.06973400699653,195.67075426353748,223.1278035631916,212.85197480147974,263.5746605199314","2,1,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,174.4713066274613,186.1721997559905,188.12183612929667,217.59799485547504,252.61040262496977,248.78906255438372,303.1168059772526","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,1,0,1,1","823,766,629,328,434,1503,437,459","-9.763481219628908,11.66944209973769,24.069734006996523,31.60102025654094,27.457049299654145,-10.27582876171187,50.72268571845166,23.718159893451173","-5.528693372538705,11.700893128529215,1.9496363733061557,29.47615872617837,35.012407769494736,-3.8213400705860585,54.32774342286888,-8.80412095065077","0","0"
"96","86","text","0","357","2374198","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","358","2382307","0-0","","200","190","2","CORN CROP","Right","200","190","4","NETTLE WEED","experimental","166","1,2,3,4","190,162.26818515874305,145.02837361844539,136.53355243788786","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,192.08993389236343,180,192.03367639183207","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","558,455,833,354","-27.731814841256952,-17.239811540297662,-8.494821180557516,15.457451390645742","2.0899338923634345,33.30817423944614,12.033676391832062,1.3832348170460087","0","0"
"204","86","text","0","359","2382621","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","360","2392684","0-0","","200","120","1","CORN CROP","Right","200","180","4","THISTLE WEED","experimental","167","1,2,3,4","180,198.87167759240597,219.3457421601731,226.289282704688","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,170,199.529327486641,159.2227658917912","1,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,1","1639,2389,479,446","18.871677592405966,20.474064567767126,6.9435405445148755,25.141589306272927","38.767762302920424,29.529327486641,-40.30656159484981,39.09478901975984","0","0"
"501","86","text","0","361","2393315","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","362","2397872","0-0","","200","180","2","WHEAT CROP","Left","200","160","2","NETTLE WEED","experimental","168","1,2","180,187.9610681917006","2,1","WHEAT CROP,WHEAT CROP","160,143.1862300126192","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,0","703,916","7.9610681917005985,5.119285177641125","-16.813769987380784,11.809126762342224","0","0"
